transition,n_runs,n_ok,pre_abs_err_mean,post_abs_err_mean,track_rmse_mean,response_dist_m_mean,response_dist_m_std,rms_cte_m_mean
clay_to_sand,5,5,0.20410462070590327,0.013001857023287045,0.22466364972749137,18.6650292,0.6435148595212861,0.06587434316726966
sand_to_clay,5,5,0.011687132877314044,0.2235063816214579,0.3284223661063165,23.862126600000003,12.236816047086242,1.1110186560393593
clay_to_dirt,5,5,0.1943946543379227,0.11753643930240194,0.15195118734663252,0.011481000000003405,,0.11555455536858827
dirt_to_clay,5,5,0.07884477374654467,0.11091355765128723,0.0868368054965611,2.4079634,0.7767160038548828,0.9357374168248318
dirt_to_sand,5,5,0.07090195702923426,0.25300604023205386,0.29411148832513284,24.95196233333333,8.520025500834153,0.08282918518233236
sand_to_dirt,5,5,0.006776896158962709,0.039296039737037124,0.25808032273643755,14.3018192,0.9308194680670901,0.11758320454852673
