variant,n_runs,n_ok,collisions_mean,collisions_std,near_misses_mean,near_misses_std,min_clearance_m_mean,min_clearance_m_std,intervention_rate_pct_mean,intervention_rate_pct_std,mean_abs_dsteer_mean,mean_abs_dsteer_std,mean_abs_dthrottle_mean,mean_abs_dthrottle_std,rt_factor_mean,rt_factor_std,rms_cte_m_mean,rms_cte_m_std
none_blind,405,405,3.0444444444444443,1.165935650280092,4.0814814814814815,1.164991725538022,-1.8293533333333334,0.3233875246649302,,,,,,,0.9932345679012345,0.010561315086666927,0.2431035721083119,0.35946033528858407
vanilla_cbf_blind,405,405,0.3851851851851852,0.5884850307893534,2.3407407407407406,1.0956459482900487,0.217053575308642,1.330270044577677,50.45407407407408,16.883886056261932,0.3426399147139465,0.1554560882934293,0.2511440996970162,0.2683010456272122,0.9813827160493827,0.01777372065916874,1.8081659762550566,1.0799815757504436
dob_cbf_blind,405,405,0.7135802469135802,0.7815561220322422,1.7209876543209877,1.1598391030210657,0.40003676543209876,1.9395913056946523,57.50888888888888,17.665045476396838,0.28330561334611104,0.13792154028243275,0.3810516213071431,0.2946600979640156,0.9672592592592593,0.0203714137813247,1.1976230519030608,1.1377880245450895
