variant,n_runs,n_ok,collisions_mean,collisions_std,near_misses_mean,near_misses_std,min_clearance_m_mean,min_clearance_m_std,intervention_rate_pct_mean,intervention_rate_pct_std,mean_abs_dsteer_mean,mean_abs_dsteer_std,mean_abs_dthrottle_mean,mean_abs_dthrottle_std,rms_cte_m_mean,rms_cte_m_std,speed_ratio_mean,speed_ratio_std
no_filter,405,405,3.0444444444444443,1.1765026204142437,4.08641975308642,1.1752135982829026,-1.8368227160493826,0.31939455615665374,,,,,,,0.24539170921464937,0.41684264229166923,0.5028226713368922,0.21807645418382898
dob_cbf_nn,405,405,0.7604938271604939,0.8261923595247354,2.0,1.2954604670858072,0.16517269382716054,1.7345720850834052,57.53975308641975,18.628054934210173,0.2806384047074912,0.14031751770101072,0.3796494069846951,0.2897259919541069,1.0618116264517137,0.9724045118475924,0.3586707048266477,0.25424499705420667
dob_cbf_no_nn,405,405,1.945679012345679,0.7459543330586148,3.0296296296296297,1.118747138327492,-0.6535382716049383,0.39397393188122926,44.85333333333333,21.20287132619654,0.2885968206520392,0.11202530607361744,0.2741458484902499,0.28470206945537607,1.2863830653753663,1.0437690705777738,0.4760167927588636,0.23796472427860887
