signature,generation,rms_cte,rms_cte_std,mean_speed,mean_speed_std,speed_ratio,max_cte,max_cte_std,solve_ms,solve_ms_std
rate (32-16),rig,0.08986253983557282,0.04298911195161651,4.30701688789754,0.7261302939566695,0.7320842753391983,0.27002418055555555,0.13157994511058654,9.734089442040855,0.6657087256119933
rate (32-16),vehicle,0.09112107276284591,0.038559203343716535,4.2752530403797095,0.7223558612049763,0.727256933112592,0.26430149999999997,0.12516291770598853,9.730193077726012,0.6915028901921074
rate (64-32),rig,0.09985189566030289,0.06045004104926641,4.302512896113341,0.7163207926537261,0.7319241178307029,0.28592969444444444,0.18372598717660493,13.595996961817805,1.0386592783860547
rate (64-32),vehicle,0.10462434473663076,0.060866018775938543,4.282807620403761,0.7233523698364484,0.7285531804831026,0.29599908333333336,0.17691256436194608,13.662714113534804,1.0483264704943096
static (32-16),rig,0.090365983473763,0.05695330345619007,4.302535472522342,0.7134433323065827,0.7310958990739153,0.27517644444444445,0.1772458049585527,7.480889398694128,0.7412826537372393
static (32-16),vehicle,0.11596449828937426,0.10383858485796467,4.295609638934837,0.7144887268894796,0.7298996611700173,0.33383494444444445,0.31229597104642237,7.534672989358335,0.7129343164017132
