backend,idx,n_true,status,abs_dn,est_n
NN-UKF,13,0.5959193800531112,ok,0.003929682071137308,0.5998490621242485
MLP,13,0.5959193800531112,ok,0.049198732994287675,0.5467206470588235
Fused-UKF,13,0.5959193800531112,ok,0.02825505009359708,0.5676643299595141
Bekker-UKF,14,0.5985271876095497,ok,0.02674632486445161,0.5717808627450981
MLP,14,0.5985271876095497,ok,0.04557076814052308,0.5529564194690266
Fused-UKF,14,0.5985271876095497,ok,0.019832465160570023,0.5786947224489797
NN-UKF,14,0.5985271876095497,ok,0.038881175064746865,0.5596460125448028
Bekker-UKF,15,0.6048529477751938,ok,0.022746931541427595,0.5821060162337662
NN-UKF,15,0.6048529477751938,ok,0.02547526556448565,0.5793776822107082
Fused-UKF,15,0.6048529477751938,ok,0.01588111898141964,0.5889718287937742
MLP,15,0.6048529477751938,ok,0.06736195526583066,0.5374909925093632
NN-UKF,16,0.611626150619099,ok,0.01328810163950711,0.5983380489795919
MLP,16,0.611626150619099,ok,0.1261276690657009,0.4854984815533981
Fused-UKF,16,0.611626150619099,ok,0.056483332607841996,0.555142818011257
MLP,17,0.6166888717841733,ok,0.042940786123093266,0.57374808566108
Bekker-UKF,17,0.6166888717841733,ok,0.031308288177615995,0.5853805836065573
Bekker-UKF,16,0.611626150619099,ok,0.007135307562719184,0.6187614581818182
MLP,18,0.6213397893880597,ok,0.06964090314952764,0.551698886238532
Fused-UKF,17,0.6166888717841733,ok,0.052507437375571064,0.5641814344086022
NN-UKF,17,0.6166888717841733,ok,0.04490013665941328,0.57178873512476
Bekker-UKF,18,0.6213397893880597,ok,0.04522524981971432,0.5761145395683454
NN-UKF,18,0.6213397893880597,ok,0.034791435329337816,0.5865483540587219
Fused-UKF,18,0.6213397893880597,ok,0.05231414720350225,0.5690256421845574
MLP,19,0.6273899275844598,ok,0.05818199166212956,0.5692079359223302
Bekker-UKF,19,0.6273899275844598,ok,0.02816699337393347,0.5992229342105263
Fused-UKF,19,0.6273899275844598,ok,0.04744853587071218,0.5799413917137476
Bekker-UKF,20,0.6352709486259114,ok,0.04692595518328846,0.5883449934426229
NN-UKF,19,0.6273899275844598,ok,0.07660707887597262,0.5507828487084871
MLP,20,0.6352709486259114,ok,0.12327523694707931,0.5119957116788321
Bekker-UKF,21,0.6394472227890636,ok,0.05509530775638383,0.5843519150326798
NN-UKF,20,0.6352709486259114,ok,0.06441353044409304,0.5708574181818183
Fused-UKF,21,0.6394472227890636,ok,0.05197712830087475,0.5874700944881889
Fused-UKF,20,0.6352709486259114,ok,0.03141037955374648,0.6038605690721649
MLP,21,0.6394472227890636,ok,0.08489055320864403,0.5545566695804196
NN-UKF,21,0.6394472227890636,ok,0.05645093002010415,0.5829962927689595
MLP,22,0.6464539423823222,ok,0.13789870376665736,0.5085552386156649
Bekker-UKF,22,0.6464539423823222,ok,0.0490321054258005,0.5974218369565217
NN-UKF,22,0.6464539423823222,ok,0.01243877659748982,0.6340151657848324
MLP,23,0.6531833172726017,ok,0.18077100662687734,0.47241231064572436
Fused-UKF,22,0.6464539423823222,ok,0.046283954627220125,0.6001699877551021
Bekker-UKF,23,0.6531833172726017,ok,0.022867764641022803,0.6303155526315789
Fused-UKF,23,0.6531833172726017,ok,0.07823780599440633,0.5749455112781954
MLP,24,0.657051540645919,ok,0.14539450008154509,0.5116570405643739
NN-UKF,23,0.6531833172726017,ok,0.016385584204872683,0.636797733067729
NN-UKF,24,0.657051540645919,ok,0.06191109337319178,0.5951404472727272
Bekker-UKF,24,0.657051540645919,ok,0.037813229051716135,0.6192383115942028
Fused-UKF,24,0.657051540645919,ok,0.08282895546073377,0.5742225851851852
MLP,25,0.6646272347754884,ok,0.08387422017694823,0.5807530145985401
Bekker-UKF,25,0.6646272347754884,ok,0.07136600500202561,0.5932612297734627
Bekker-UKF,26,0.6671749091894984,ok,0.0916016104881997,0.5755732987012987
NN-UKF,25,0.6646272347754884,ok,0.08668774906120269,0.5779394857142857
MLP,26,0.6671749091894984,ok,0.11614123806139132,0.5510336711281071
